12594,fahlayn
12595,faiyada
12596,fakkan
12597,falaiya
12598,falaiyah
12599,falaj al ali
12600,falaj ibn mu'alla
12601,falj al `ali
12602,falq al ali
12603,fara
12604,far`
12605,farfar
12606,fashra
12607,fayyadah
12608,fili ma`ala
12609,fort dabei
12610,fujaira
12611,fujairah
12612,fujayrah
12613,fulayyah
12614,furfar
12615,gargaha
12616,garmada
12617,ge'aisa
12618,ghadaf
12619,ghail
12620,ghail
12621,ghalla
12622,ghallah
12623,ghamara
12624,gharaifah
12625,gharefa
12626,ghob
12627,ghubbah
12628,ghubbat khawarah
12629,ghumrah
12630,ghuna
12631,ghura
12632,ghurayfah
12633,ghurfah
12634,girath
12635,habhab
12636,hadaibah
12637,hadeiba
12638,hadhi
12639,hail
12640,hail
12641,hail
12642,haira
12643,hair
12644,hajarain
12645,hajarayn
12646,hajrain
12647,hama'im
12648,hamra
12649,hamriya
12650,hamriyah
12651,hamriyyah
12652,harra
12653,hayrah
12654,hil
12655,hili
12656,hisn diba
12657,hiweitein
12658,hiyawa
12659,howeilat
12660,humaym
12661,husn dibba
12662,huwaila
12663,huwaitin
12664,huweilah
12665,idhn
12666,ihaid
12667,istaihah
12668,isteiha
12669,jareef
12670,jarmada
12671,je`eisah
12672,jeraira
12673,jereirah
12674,jimeirah
12675,jimi
12676,juhr
12677,julfa
12678,jumairah
12679,jumaira
12680,jumeira
12681,kalbah
12682,kayya
12683,khaimah
12684,khalaibiyah
12685,khalaibiya
12686,khan
12687,khauran
12688,khawr al fakkan
12689,khawr al kalba
12690,khawran
12691,khawr mala
12692,khawr za`ab
12693,khor al fakhan
12694,khor al fakkan
12695,khor al kalba
12696,khorfakan
12697,khorfakhan
12698,khor fakhan
12699,khor fakkan
12700,khor kalba
12701,khor khuwair
12702,khouran
12703,khubakhib
12704,khuwair
12705,kuways
12706,laiyah
12707,laiya
12708,laiyya
12709,latir
12710,lisaili
12711,lulaiyah
12712,luliyyah
12713,lu'lu'iyah
12714,luluya
12715,lumweijah
12716,ma'airidh
12717,ma'aridh
12718,ma`arid
12719,ma'ataradh
12720,ma'ataridh
12721,madaq
12722,madha
12723,madinat za'id
12724,magrobiyya
12725,mahtarraqah
12726,maidaq
12727,manai'i
12728,manai
12729,manamah
12730,manama
12731,manqasnah
12732,marawah
12733,marbad
12734,marbah
12735,ma`rid
12736,mas`adi
12737,mashrub
12738,mas'ud
12739,mausal
12740,mausil
12741,mawsal
12742,ma`yarid
12743,mezaira'a
12744,milqata
12745,mirba
12746,mirbih
12747,mirfah
12748,mirfa
12749,mizeir`ah
12750,mondafanah
12751,mondafinah
12752,mozayri`
12753,muaifi
12754,mughairah
12755,mughaira
12756,mugharah
12757,mughayrah
12758,muhtarqah
12759,mukhtaraja
12760,mundafnah
12761,murawwah
12762,musafi
12763,musaifi
12764,mushayrib
12765,musil
12766,mutaradh
12767,mu`tarad
12768,mutarad
12769,muwafi
12770,nadd shubayh
12771,nad shibeih
12772,nahai
12773,nahawa
12774,nashshash
12775,naslah
12776,nasla
12777,nedaifi
12778,nefair
12779,nishash
12780,nuslah
12781,'odaid
12782,palhain
12783,port khor fakkan
12784,qalba
12785,qamh
12786,qaraiyah
12787,qaraiyat
12788,qarat ad dulm
12789,qarat al dum
12790,qarmadah
12791,qatarah
12792,qatara
12793,qattara
12794,qatuf
12795,qidfa
12796,qidfi`
12797,qima
12798,qimh
12799,quor
12800,qurayyah
12801,qusaidat
12802,qutuf
12803,ramla
12804,raml sabil
12805,raml za`bil
12806,rams
12807,ras al khaimah
12808,ras al khaima
12809,ras dibba
12810,rashdia
12811,rashidiyah
12812,righeilat
12813,riyama
12814,rol dadnah
12815,rugheilat
12816,rul dabbah
12817,rul dadnah
12818,rul dhadna
12819,rul dibah
12820,rul dibba
12821,ruwais
12822,sa`bah
12823,sabakha
12824,sabkha
12825,sabukhah
12826,sahawat
12827,sakamkam
12828,sal
12829,shaam
12830,sha`m
12831,sharam
12832,sharga
12833,sharijah
12834,shariqah
12835,sharjah
12836,sharja
12837,shauka
12838,shib al gat
12839,shimil
12840,shokah
12841,shuways
12842,sram
12843,sufad
12844,suheila
12845,sulaymat
12846,sumbrair
12847,taiyibah
12848,taraif
12849,tawian
12850,tawi as siji
12851,tawi siji
12852,tayibah
12853,tayiban
12854,tayyibah
12855,tereg
12856,tharwaniyyah
12857,tharwaniyya
12858,theeb
12859,thoban
12860,ud al beida
12861,`ujman
12862,um al quweim
12863,umm al qaiwain
12864,umm al qawain
12865,umm as suqaym
12866,umm grain
12867,`umm qrein
12868,`uyaynah
12869,wa'abain
12870,waafit
12871,wafid
12872,wahala
12873,wedheil
12874,wefid
12875,western mariyyah
12876,wudhayl
12877,yaif
12878,yalah
12879,yumul al quwain
12880,zayah
12881,zubara
12882,zuweihir
12883,`aaqadari yosufkhel
12884,aba
12885,aba
12886,abah kah
12887,abaka
12888,abak
12889,abak
12890,abakeh
12891,aba khel
12892,abakheyl
12893,abakheyl'
12894,abanda
12895,aband
12896,ab `aref
12897,abas
12898,abas
12899,`abas`ali
12900,abasali
12901,abash
12902,abaskhankala
12903,abas khan kala
12904,abas khel
12905,abaskheyl'
12906,abaskushta
12907,`abaskusta
12908,abay
12909,abazay
12910,abazey
12911,abbaakhayi-nakhri-saradzh
12912,abbakhsh
12913,ab bala
12914,ab-bala
12915,ab band
12916,ab band
12917,abband
12918,ab band matkat
12919,ab barik
12920,ab barik
12921,`abbas
12922,`abbas `ali
12923,`abbasha-ye helmand
12924,`abbas kala
12925,abbaskhankala
12926,`abbaskhan kala
12927,`abbas khan kala
12928,`abbas khan kala
12929,abbaskhei samali
12930,`abbas khel
12931,`abbas khel
12932,`abbas khel-e junubi
12933,`abbaskhel janubi
12934,abbaskhel samali
12935,`abbas khel shamali
12936,`abbas kheyl
12937,`abbaskheyl
12938,abbaskheyl'-dzhanubi
12939,`abbaskheyl-e jonubi
12940,`abbaskheyl-e shemali
12941,`abbaskheyl-e shomali
12942,abbaskheyl'-shamali
12943,`abbaskoshteh
12944,`abbas kushtah
12945,ab bazan
12946,abbazha-i-helmand
12947,abbazha-i-nahre saraj
12948,abbazha-ye helmand
12949,ab bazha-ye helmand
12950,ab bazha-ye hilmand
12951,ab bazha-ye nahr-e saraj
12952,abbazha-ye nahr-e sera
12953,abbazha-ye nahr-e seraj
12954,abbazkhayi-gil'mand
12955,abbedak
12956,abbidak
12957,ab bordeh
12958,ab bordeh
12959,abburda
12960,ab burdah
12961,ab burdeh
12962,abcakan
12963,ab carmi
12964,ab cenar
12965,abchak
12966,abchakan
12967,abchang
12968,ab charmi
12969,ab chekan
12970,ab chenar
12971,ab chinar
12972,abdak
12973,abdakay
12974,abdak-e balenah
12975,abdak-e baleneh
12976,abdak-e balinah
12977,abdak-e taynah
12978,abdakey
12979,abdal-e pasha khan
12980,abdal-i-pasa khan
12981,abdal'khankala
12982,abdal khan qal`a
12983,abdal khan qal`ah
12984,abdal khan qal`eh
12985,abdallahkhel
12986,abdana
12987,abdan
12988,ab danah
12989,abdaneh
12990,abdang
12991,abdan-i-mir alam
12992,abdara
12993,abdara
12994,ab dara
12995,abdara
12996,ab darah
12997,abdarah
12998,ab darah
12999,ab darah
13000,ab darah
13001,ab darah
13002,ab daraz
13003,abdarra
13004,ab darrah
13005,abdarreh
13006,abdarreh
13007,ab darreh
13008,abdarreh
13009,abdarreh
13010,abdarreh
13011,abdarreh
13012,ab darreh
13013,ab darwayshan
13014,abdaw
13015,ab deraz
13016,`abd es salam
13017,`abdian
13018,abdian
13019,abdibay
13020,`abdi bay
13021,ab dokan
13022,`abdolabad
13023,`abdol
13024,`abdol
13025,`abdol
13026,`abd ol ahad beyg kamari
13027,`abd ol ahadkhan kariz
13028,abdol ahd bay kamari
13029,abd ol ali khan kalay
13030,`abd ol `alim kalay
13031,`abd ol `aziz
13032,`abdol `aziz kalay
13033,`abd ol baqi
13034,`abd ol baqi
13035,abdol baqikhan kalay
13036,`abdoleh khan
13037,`abd ol habib kalay
13038,`abd ol hakim
13039,`abd ol hakim kalay
13040,`abd ol hamid
13041,`abd ol hamid kalay
13042,`abd ol hamid kowtkay
13043,`abd ol haqq
13044,`abd ol haqq kalay
13045,`abd ol hezar beyg
13046,`abd ol kala
13047,`abd ol kalay
13048,`abd ol kalay
13049,`abd ol karim khan
13050,`abdolkarimkheyl
13051,`abd ol karim taraki
13052,`abdolkheyl
13053,`abdolkheyl
13054,`abdollah akhvondzadeh kariz
13055,`abdollah jan
13056,`abdollahjan kalay
13057,`abdollahjan kalay
13058,`abdollah kala
13059,`abdollah kala
13060,`abdollah kalay
13061,`abdollah kalay
13062,`abdollah kalay
13063,`abdollahkhan
13064,`abdollah khan
13065,`abdollah khan
13066,`abdollahkhan
13067,`abdollah khan
13068,`abdollahkhan
13069,`abdollah khan kala
13070,`abdollahkhan kalay
13071,`abdollah khan kalay
13072,`abdollah khan kalay
13073,`abdollahkheyl
13074,`abdollah kur
13075,`abd ol majid khan
13076,`abd ol malek
13077,abdol mohey od din kalay
13078,`abd ol nazar beyg
13079,`abd ol qader
13080,`abd ol qader kalay
13081,`abd ol qayum kalay
13082,`abdolqodduskhan kalab
13083,`abd ol rahim
13084,`abd ol rahim kalay
13085,`abd ol rahim kheyl
13086,`abd ol rahman
13087,`abd ol rahman-e gargud
13088,`abd ol rahman-e kargud
13089,`abd ol rahman-e ya`qub
13090,`abd ol rahman khan
13091,abd ol rahman kur
13092,`abd ol rashid
13093,`abd ol razzaq
13094,abd ol salam
13095,abd ol samad kalay
13096,`abd ol samad khan
13097,abd ol samad khan
13098,`abd ol vahed
13099,`abd ol vahedkhan
13100,`abd ol vahhab kalay
13101,`abd ol vahid kalay
13102,`abd ol val
13103,`abd or rahim
13104,`abd or rahim kalay
13105,`abd or rahim kalay
13106,`abd or rahimkheyl
13107,`abd or rahimzi
13108,`abd or rahman
13109,`abd or rahman chambar
13110,`abd or rahmani
13111,`abd or rahman kala
13112,`abd or rahman kalacheh
13113,`abd or rahman kariz
13114,`abd or rahman khan
13115,`abd or rahman kheyl
13116,`abdorrahmankheyl
13117,`abd or rahman kheyl kariz
13118,`abd or rahman kur
13119,`abd or rahman kur
13120,`abd or rahman ya`qub
13121,`abd or rahmanzay
13122,`abd or rashid
13123,`abd or rashid kariz
13124,`abd or razzaq
13125,`abd or razzaq
13126,`abd os salam
13127,`abd os samad kalay
13128,`abd os samad khan
13129,abdow
13130,abdrrakhimzi
13131,ab dukan
13132,`abdulabad
13133,abdulabad
13134,`abdul abad
13135,`abdul
13136,abdul
13137,`abdul
13138,abdul'
13139,`abdul ahad bay kamari
13140,abdul ahad bay kamari
13141,`abdul ahadkhan karez
13142,`abdul ahad khan karez
13143,`abdul ahadkhan kariz
13144,abdul ahd bay kamari
13145,abdul'akhadkhan-karez
13146,abdul`alikhan kalay
13147,`abdul `ali khan kelay
13148,abdul`alim kalay
13149,`abdul`alim kalay
13150,abdulalim-kalay
13151,`abdul `alim kelay
13152,`abdul `aziz
13153,abdul'aziz-kalay
13154,`abdul `aziz kalay
13155,`abdul `aziz kelay
13156,`abdul`azizkhan
13157,`abd ul `aziz khan
13158,abdul'baki
13159,abdul'bakikhan-kalay
13160,abdul'bakir
13161,`abdulbaqi
13162,`abd ul baqi
13163,`abdul baqi
13164,abdul baqi
13165,`abdul baqi
13166,abdul baqikhan kalay
13167,abdul baqi khan kelay
13168,`abdulbari kor
13169,abdul bari kor
13170,`abdulgan
13171,`abdulgoduskhan kalab
13172,abdulhabib kalay
13173,`abdul habib kelay
13174,`abdul hakim
13175,'abdul hakim kalay
13176,`abdul hakim kelay
13177,`abdulhamid
13178,`abdul hamid
13179,`abdulhamid kalay
13180,`abdul hamid kelay
13181,`abdulhamid kotkay
13182,`abd ul hamid kotkay
13183,`abd ul hamid kotkey
13184,`abdul haq
13185,abdul haq
13186,`abdul haq
13187,`abdul haq kalay
13188,`abdul haq kelay
13189,abdul hazar beg
13190,`abdulkader kalay
13191,abdul'kadir-kalay
13192,abdul'kala
13193,`abdul kala
13194,`abdul kala
13195,abdul'kala
13196,`abdul kalay
13197,`abdul kalay
13198,`abdulkarim
13199,`abdul karim khan
13200,abdul'karimkhel'
13201,abdulkarimkhel
13202,`abdul karim khel
13203,`abd ul karim taraki
13204,abdul karim taraki
13205,abdul'kayum-kalay
13206,`abdul kelay
13207,`abdul kelay
13208,abdul'khakim
13209,abdul'khakim-kalay
13210,abdul'khakkalay
13211,abdul'khamid
13212,abdul'khamid-kalay
13213,abdul'khamid-kotkay
13214,`abdulkhel
13215,`abdul khel
13216,`abdulkhel
13217,`abdul khel
13218,abdul'kheyl'
13219,abdul'kheyl'
13220,abdul'kuduskhan-kalay
13221,abdulla
13222,abdulla-akhundzada-karez
13223,abdulladzhan-kalay
13224,`abdullah
13225,abdullah
13226,`abdullah akhundzadah karez
13227,`abdullah akhundzadah kariz
13228,`abdullah jan
13229,abdullah jan
13230,abdullahjan kalay
13231,`abdullahjan kalay
13232,`abdullah jan kelay
13233,`abdullah jan kelay
13234,abdullah jan kili
13235,`abdullah kala
13236,`abdullah kala
13237,`abdullah kalay
13238,`abdullah kalay
13239,`abdullah kalay
13240,`abdullah karez
13241,`abdullah kelay
13242,`abdullah kelay
13243,`abdullah kelay
13244,`abdullahkhan
13245,`abdullah khan
13246,`abdullah khan
13247,abdullah khan
13248,abdullahkhan
13249,`abdullah khan
13250,abdullahkhan
13251,`abdullah khan
13252,`abdullahkhan
13253,`abdullah khan
13254,abdullahkhan
13255,`abdullah khan
13256,`abdullahkhan kala
13257,`abdullah khan kala
13258,`abdullahkhan kalay
13259,`abdullah khan kalay
13260,`abdullahkhan kalay
13261,`abdullahkhan kalay
13262,`abdullah khan kelay
13263,`abdullah khan kelay
13264,`abdullah khan kelay
13265,`abdullahkhel
13266,`abdullah khel
13267,`abdullah kor
13268,abdullakala
13269,abdullakala
13270,abdullakalay
13271,abdullakalay
13272,abdullakalay
13273,abdullakhan
13274,abdullakhan
13275,abdullakhan
13276,abdullakhankalay
13277,abdullakhan-kalay
13278,abdullakhan-kalay
13279,abdullakhan-kalay
13280,abdullakheyl'
13281,abdullakor
13282,`abdulmajid bandah
13283,`abdulmajidkhan
13284,`abdul majid khan
13285,`abdul malik
13286,abdul masek
13287,abdulmohayedin kalay
13288,`abd ul muhi ud din kelay
13289,abdul'mukhayidin-kalay
13290,`abdul nazar beg
13291,abdulqader kalay
13292,`abdul qadir kelay
13293,abdul qayum kalay
13294,`abdul qayyum kelay
13295,`abdulqoduskhan kalay
13296,`abdulqudus khan kelay
13297,`abdul qudus khan kelay
13298,abdul rahaman
13299,`abdul rahim
13300,`abdul rahimzai
13301,abdul rahman
13302,`abdul rahman kalachah
13303,`abdul rahman kor
13304,abdul rakhman kili
13305,abdul-rakhman-kili
13306,`abdul rashid
13307,`abdul razaq
13308,`abdul salam
13309,abdul salam
13310,abdul samad kalay
13311,`abdul samad kelay
13312,`abd ul samad khan
13313,`abdulsamadkhan
13314,`abdul samad khan
13315,abdul-samed-kalay
13316,abdul'vakhab-kalay
13317,abdul'vakhid
13318,abdul'vakhid-kalay
13319,abdul'val'
13320,'abdul wahab kalay
13321,`abdul wahab kelay
13322,`abdul wahed
13323,`abdul wahed kalay
13324,abdulwahed kalay
13325,`abdul wahed kelay
13326,abdulwahedkhan
13327,`abdul wahid
13328,`abdul wahid kelay
13329,`abd ul wahid khan
13330,`abdulwal
13331,`abdul wal
13332,abdulzaher
13333,`abd ul zahir
13334,abdurakhim-kalay
13335,abdurashid-chambar
13336,`abdurrahim
13337,`abdur rahim
13338,`abdur rahim kalay
13339,abdur rahim kalay
13340,`abd ur rahim kelay
13341,`abdur rahim kelay
13342,abdurrahimkhel
13343,`abd ur rahim khel
13344,`abd ur rahimzai
13345,`abd ur rahimzi
13346,abdurrahimzi
13347,`abdurrahimzi
13348,`abdurrahman
13349,`abd ur rahman
13350,`abd ur rahman
13351,abdurrahman
13352,abdur rahman
13353,abdur rahman cambar
13354,`abd ur rahman chambar
13355,`abd ur rahman-e kargud
13356,`abdurrahmani
13357,`abd ur rahman kala
13358,`abdurrahman kalaca
13359,`abdur rahman karez
13360,abdurrahman kargud
13361,`abdurrahmankhan
13362,`abd ur rahman khan
13363,`abdurrahmankhan kala
13364,abdurrahmankhel
13365,`abd ur rahman khel
13366,`abdurrahmankhel
13367,`abdur rahman khel
13368,abdurrahmankhel karez
13369,`abd ur rahman khel karez
13370,`abdur rahman kor
13371,abdur rahman kor
13372,abdurrahman kor
13373,`abdurrahman ya`qub
13374,`abd ur rahman ya`qub
13375,`abd ur rahmanzai
13376,`abdur rahmanzay
13377,abdurrakhim
13378,abdurrakhim
13379,abdurrakhim-kalay
13380,abdurrakhimkheyl'
13381,abdurrakhimzi
13382,abdurrakhman
13383,abdurrakhman
13384,abdurrakhman-chambar
13385,abdurrakhmani
13386,abdurrakhman-karez
13387,abdurrakhmankhan
13388,abdurrakhmankhan-kala
13389,abdurrakhmankheyl'
13390,abdurrakhmankheyl'
13391,abdurrakhmankheyl'-karez
13392,abdurrakhmankor
13393,abdurrakhmankor
13394,abdurrakhmanzay
13395,abdurrakman-kalacha
13396,abdurrashid
13397,abdurrashid karez
13398,abdurrashid-karez
13399,`abd ur rashid karez
13400,`abdur rashid karez
13401,`abdurrasid
13402,`abdurrasid karez
13403,abdurrazak
13404,abdurrazak
13405,`abdurrazaq
13406,`abd ur razaq
13407,`abdurrazaq
13408,abd'yan
13409,abdyan
13410,abdzhalil'
13411,abdzhoshi-bala
13412,abdzhoshi-pain
13413,ab-e ahmad
13414,ab-e `aref
13415,ab-e `arif
13416,ab-e barik
13417,ab-e barik
13418,ab-e barik
13419,ab-e barik-e ghalmani
13420,ab-e barik-e qowdi
13421,ab-e barik-e qudi
13422,ab-e baydak
13423,ab-e darah
13424,ab-e deraz
13425,abedkhel
13426,`abedkheyl
13427,ab-e faizab
13428,ab-e feyzab
13429,abegak
13430,ab-e garmak
13431,abeh
13432,ab-e kamari
13433,ab-e khanah
13434,abe khel
13435,abekheyl'
13436,ab-e kheyl
13437,abelan
13438,ab-e safayd
13439,ab-e sefid
13440,ab-e shayr ahmad
13441,ab-e-sher-amad
13442,ab-e shir ahmad
13443,ab-e shor
13444,ab-e-shor
13445,ab-e shur
13446,abestan
13447,abestan pa'in
13448,ab-e tal
13449,ab-e tall
13450,abeykheyl
13451,ab fayzab
13452,ab feros
13453,ab ferush
13454,ab firosh
13455,ab gach
13456,ab gaj
13457,abganda
13458,abgandah
13459,abgandeh
13460,ab gard
13461,abgardu
13462,abgarmak
13463,ab garmi
13464,ab gerd
13465,abgird
13466,ab gozar
13467,ab guzar
13468,ab-i-aref
13469,abi-barik
13470,ab-i-barik
13471,ab-i-barik-i-ghalmani
13472,ab-i-barik-i-qudi
13473,ab-i bark-i qudi
13474,abi dara
13475,abi darreh
13476,`abid khel
13477,ab-i-faydzab
13478,abigak
13479,ab-i-garmak
13480,ab-i- garmak
13481,ab-i-garmak
13482,ab-i-gharmak
13483,abi jan
13484,ab-i-kamari
13485,abi khana
13486,abi khaneh
13487,abi khel
13488,ab-i-safed
13489,ab-i-ser ahmad
13490,abi-shor
13491,ab-i-sor
13492,abistan
13493,abistan-e bala
13494,abistan-e pa'in
13495,ab-i-tal
13496,ab jalil
13497,abjose bala
13498,abjose pa'in
13499,abjosh-e bala
13500,abjosh-e pa'in
13501,abjush-e bala
13502,abjush-e pa'in
13503,abkhana
13504,abkhana
13505,abkhanah
13506,ab khanah
13507,ab khanah
13508,ab khaneh
13509,abkhaneh
13510,ab khaneh-ye chinza'i
13511,ab khel
13512,abkheng
13513,abkho
13514,ab khoda'i
13515,abkhor
13516,ab khor
13517,ab khowrak
13518,ab khuda`i
13519,ab khuda'i
13520,abkhvor
13521,abkhvor
13522,ab khvorak
13523,ab khvorak
13524,ab khvorak-e bala
13525,ab khvorak-e pa'in
13526,ab khwarah
13527,ab kolok
13528,abkul'
13529,abkul'
13530,ab kuluk
13531,ablah-e miranza'i
13532,ablah-ye miranzai
13533,abla-i- miranza'i
13534,ablan
13535,abma`in
13536,ab mazar
13537,ab mazar
13538,ab naray
13539,aboka
13540,abokah
13541,abo kala
13542,abol
13543,aboli
13544,abolkheyl
13545,abo tanga
13546,abo tangah
13547,abowl
13548,abowzi
13549,abozai
13550,abozi
13551,abpar
13552,abparan
13553,abparan
13554,abparan
13555,ab paran
13556,abparan
13557,ab-paran
13558,abparan
13559,ab paran
13560,ab paran
13561,abparan
13562,abparan
13563,ab paran
13564,abparan
13565,abparan-e bala
13566,abparan-e pa'in
13567,abpartaw
13568,abpartow
13569,abparu
13570,abparu
13571,abpay
13572,ab pay
13573,abpuda
13574,abpudah
13575,abpudeh
13576,ab qol
13577,abqol
13578,abqol
13579,ab qol
13580,ab qowl
13581,abqowl
13582,abragal
13583,abragal'
13584,abrahamgul kalay
13585,abrahgah
13586,abrak
13587,abrakhamgul'-kalay
13588,abrava
13589,abrava
13590,abrawa
13591,abrawa
13592,abraw
13593,abraw
13594,ab raygak
13595,abrayjan
13596,ab rayzi
13597,abrejan
13598,abr-e kalo
13599,abreshminkheyl'
13600,abresminkhel
13601,abrez
13602,abrezi
13603,abrigak
13604,abrishamin khel
13605,abrishamin kheyl
13606,ab rizi
13607,abrosan
13608,abroshan
13609,abrow
13610,abrow
13611,abrowah
13612,abrowah
13613,abroweh
13614,ab rowshan
13615,ab sakhak
13616,absara
13617,absar
13618,ab sarina
13619,absarina
13620,ab sarina
13621,ab sarinah
13622,ab sarinah
13623,ab sarineh
13624,absar-teba
13625,absekan
13626,absekane bala
13627,abshaday
13628,ab shakhak
13629,abshara
13630,abshar
13631,absharah
13632,abshareh
13633,abshar tappeh
13634,abshartiba
13635,abshekan
13636,abshekan-e bala
13637,abshikan
13638,abshikan-e bala
13639,ab shorah
13640,ab shureh
13641,absiti
13642,ab sora
13643,absorkh
13644,ab sulakh
13645,abtak
13646,abtay
13647,abtu
13648,abtugak
13649,abtugak
13650,abu chan
13651,abuka
13652,abu kala
13653,abu khan
13654,abul
13655,abulhasan
13656,abuli
13657,abul'khasan
13658,abul khel
13659,abu ol hasan
13660,abutanga
13661,abzi khoda'i
13662,abzi khuda
13663,abzikhudai
13664,abzi khuda'i
13665,abzi khuda'i
13666,ab zumc
13667,ab zumch
13668,aca
13669,acabazar
13670,acagal
13671,acakhel
13672,acakza`i
13673,acakzo soznay
13674,acal
13675,acalak bandeh
13676,acama
13677,acamazar
13678,acamazar
13679,acani
13680,acanu
13681,acarkhel
13682,aceka
13683,acek
13684,acekza'i
13685,acekzi
13686,acekzi gharbi
13687,aceska
13688,acha
13689,achabazar
13690,achagal'
13691,achah
13692,achah bazar
13693,achah khel
13694,achahkheyl
13695,achahmazar
13696,achah mazar
13697,achah mazar
13698,achah mily
13699,achahnu
13700,achakhel
13701,achakheyl'
13702,achakza`i
13703,achakzay
13704,achakzusoznay
13705,achal
13706,achal'
13707,achalak bandah
13708,achalak bandeh
13709,achalakhbanda
13710,achama
13711,achama'
13712,achamazar
13713,achamazar
13714,acha mily
13715,achani
13716,achanu
13717,acharkheyl'
13718,achehbazar
13719,achek
13720,acheshka
13721,acheshkah
13722,achika
13723,achik
13724,achikzai
13725,achikzi
13726,achin
13727,achishkah
13728,achu
13729,acin
13730,acin oluswali
13731,acu
13732,ada
13733,ada
13734,adadkhel
13735,adad khel
13736,adadkheyl
13737,adadkheyl'
13738,adah
13739,adah
13740,adahwar bibi shelgar
13741,adam
13742,adam
13743,adam ceray
13744,adamcheray
